id1	text	label	triples	id2
text_6079	中午去的，对面的羊群从面前慢慢走过，不过感觉傍晚应该更有感觉。	0	[]	[]
text_6080	因为司机没有吃瘦肉精，猪全吃了瘦肉精的	2	[]	[]
text_6081	門票??珠海长隆海洋王国：350元(平日）380元（周六日，节假日），横琴岛剧院二等座：350元。	0	[]	[]
text_6082	节日快乐哦有过来东方广场的话就打电话给我哦	1	[['找朋友一起', '打电话', 'HasSubevent'], ['不开心', '打电话', 'HasSubevent'], ['要找朋友', '打电话', 'HasSubevent'], ['打电话', '找朋友一起', 'MotivatedByGoal'], ['打电话', '有人陪伴', 'MotivatedByGoal'], ['打电话', '告诉朋友的新闻', 'UsedFor'], ['打电话', '很开心', 'HasSubevent']]	[2, 2, 2, 1, 1, 1, 1]
text_6083	它位于仙乃日与央迈勇之间，海拔4700米。	0	[]	[]
text_6084	感受过漓江的艳阳高照、烟雨迷蒙、雨过天晴；	0	[]	[]
text_6085	色拉寺它与哲蚌寺、甘丹寺合称拉萨三大寺，是三大寺中建成最晚的一座。	0	[]	[]
text_6086	有600的，900的，还有1000的，越贵到的沙漠景区里面越深。	0	[]	[]
text_6087	重庆公路零公里点标志将设在朝天门广场。	0	[]	[]
text_6088	钟楼鼓楼是市中心了，东南西北四条大街横平竖直。	1	[['具体的', '大街', 'AtLocation'], ['快速颠簸', '大街', 'AtLocation'], ['揭示栏', '大街', 'AtLocation'], ['大街', '强劲的', 'UsedFor'], ['大街', '简易汽车', 'UsedFor'], ['大街', '精力旺盛的', 'UsedFor'], ['市中心', '超级市场', 'AtLocation']]	[2, 2, 2, 1, 1, 1, 1]
text_6089	任他嘶声力竭的喊我也不理是哇哈哈哈。我有试过	1	[['力竭', '太操劳', 'MotivatedByGoal'], ['喊', '兴奋', 'MotivatedByGoal']]	[1, 1]
text_6090	参观的时候蔡英文就在楼上办公，感觉很妙	1	[['维护健康', '感觉', 'Causes']]	[2]
text_6091	一位负责人告诉记者，他们与乐视（移动）就乐视维修售后等内容建立合作，但乐视手机上市两年来，公司方面从未给他们结算过款项。	2	[['妨碍司法公正', '公司', 'HasSubevent'], ['焦虑症者', '公司', 'HasSubevent'], ['下降的', '公司', 'HasSubevent'], ['短暂的休息', '移动', 'HasSubevent'], ['公司', '银器丢失', 'HasSubevent'], ['公司', '讨厌上司', 'HasSubevent'], ['公司', '测试透视员工透视透视透视透视透视图', 'CapableOf'], ['公司', '介于刺激与反应之间的时间', 'Causes'], ['移动', '嘲笑公共交通工具', 'HasSubevent'], ['移动', '阅读地图', 'HasSubevent'], ['移动', '与集团一起去', 'HasSubevent'], ['移动', '航班延误', 'HasSubevent'], ['移动', '连接丢失', 'HasSubevent'], ['移动', '到达后进度表', 'HasSubevent'], ['手机', '有来电显示', 'CapableOf'], ['手机', '消耗电力', 'CapableOf'], ['手机', '让人联络感情', 'CapableOf'], ['手机', '陪你度过无聊', 'CapableOf']]	[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_6092	其次闭幕式：1500英镑(约合1万5千元)；	0	[]	[]
text_6093	返程的长江索道出口处离朝天门码头不远，于是打的来到了朝天门。	0	[]	[]
text_6094	情侣365个语录冯小刚点将2014春晚,携手	0	[]	[]
text_6095	相对于钟楼来说，静静的在那里，更有一番风味。	1	[]	[]
text_6096	北京时间7月28日04时，2012年伦敦奥运会就将开幕了。	0	[]	[]
text_6097	毁了这边建那边…我看到过很多这种现象感叹	2	[['很难过', '过', 'MotivatedByGoal'], ['自负的', '很多', 'SimilarTo'], ['虚伪的', '很多', 'SimilarTo'], ['很多', '自负的', 'SimilarTo'], ['很多', '虚伪的', 'SimilarTo'], ['看到', '不屑', 'HasSubevent'], ['看到', '说无聊', 'HasSubevent']]	[2, 2, 2, 1, 1, 1, 1]
text_6098	有山、有水、有船、有浣衣女、有筛沙工、还有水中倒影等……。	0	[]	[]
text_6099	AudiCityBeijing:	0	[]	[]
text_6100	一路狂奔，已到黄山，桃花潭只好擦肩而过。	2	[]	[]
text_6101	就是开了账号从来不说话的.也就是不登录的了..	2	[['打手机', '说话', 'MotivatedByGoal'], ['检查有没有坏', '开', 'MotivatedByGoal'], ['说话', '觉得难过', 'MotivatedByGoal'], ['说话', '排解无聊', 'MotivatedByGoal'], ['说话', '有意见', 'MotivatedByGoal'], ['说话', '下降的', 'Causes'], ['说话', '难过', 'MotivatedByGoal'], ['说话', '失望', 'MotivatedByGoal']]	[2, 2, 1, 1, 1, 1, 1, 1]
text_6102	貌似还有蛮久的咧…不过日子数着数着也就过了的	2	[]	[]
text_6103	我跟无言，这绝对是你们班拍的然后放上网--	1	[['好心做坏事', '无言', 'Causes'], ['电影不好看', '无言', 'Causes'], ['看海绵宝宝', '无言', 'HasSubevent'], ['被检举', '无言', 'Causes'], ['精神都来了', '上网', 'MotivatedByGoal'], ['揪朋友', '上网', 'HasSubevent'], ['上网', '和朋友聊天室', 'HasSubevent'], ['上网', '偶然发现发音', 'HasSubevent'], ['上网', '去有趣的网站', 'HasSubevent'], ['上网', '探视开放思维常识', 'HasSubevent'], ['上网', '不开心的时候', 'MotivatedByGoal']]	[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]
text_6104	不乘索道的话，有景交到步行上山的山门，据说登山3040分钟。	0	[]	[]
text_6105	CUVVEBund18PSYOPPA?????????????.130????.131SMG????.21SMG????;	0	[]	[]
text_6106	Adiana娇娇娇娇娇娇娇娇:	0	[]	[]
text_6107	哥哥，姐姐唱的是哪出戏啊，一起去棒棒场吧。	1	[['哥哥', '帮忙家事', 'CapableOf'], ['哥哥', '漂亮姊姊', 'Desires']]	[1, 1]
text_6108	太强大了，要是搞个团购出街不知道效果怎么样。。	1	[['找朋友', '团购', 'MotivatedByGoal'], ['访问其他国家', '知道', 'MotivatedByGoal']]	[2, 2]
text_6109	在英国举办的奥运会，英国首相戴维?卡梅伦不仅为奥运会忙前忙后，还在百忙之中抽空到赛场为本国运动员加油。	0	[]	[]
text_6110	你在哪个地方？我在费家村哦到时放假就去找你啊	1	[['回家探望亲人', '放假', 'MotivatedByGoal'], ['和朋友见面', '放假', 'MotivatedByGoal'], ['睡到自然醒', '放假', 'MotivatedByGoal'], ['开心', '放假', 'MotivatedByGoal'], ['努力工作', '放假', 'MotivatedByGoal'], ['悠闲的喝杯咖', '放假', 'MotivatedByGoal'], ['放假', '想要快乐', 'MotivatedByGoal'], ['找', '体贴的老公', 'MotivatedByGoal']]	[2, 2, 2, 2, 2, 2, 1, 1]
text_6111	谁家的妈啊，不仅让娃自个在车里，还让他开车	1	[['吃口香糖提神', '开车', 'MotivatedByGoal'], ['开车', '喜欢外部', 'MotivatedByGoal'], ['开车', '找朋友', 'UsedFor'], ['开车', '喝提神饮料', 'HasSubevent'], ['开车', '专心开车', 'CapableOf'], ['开车', '专心看路', 'HasSubevent'], ['开车', '很舒服', 'Causes']]	[2, 1, 1, 1, 1, 1, 1]
text_6112	邓鸣贺因患病，已住进北京儿童医院血液科。	0	[]	[]
text_6113	冰淇淋的心900:七七Seven07南京发布	0	[]	[]
text_6114	貌似小藏耶，那小子看着就特神到，不过洗好澡好羡慕也	1	[['享受公司的朋友', '貌似', 'MotivatedByGoal']]	[2]
text_6115	TimeOut北京:英国那些事儿历史照片。	0	[]	[]
text_6116	法图麦的妈妈:法图麦的妈妈海边年夜饭	0	[]	[]
text_6117	雨泽随时雅尼春晚表演哪里有夜莺的踪迹？	0	[]	[]
text_6118	听说大佛建在此处是因为镇河妖，不知道真假。	0	[]	[]
text_6119	木有私房钱也请你吃饭啦啦啦啦你给我带礼物，欧耶	1	[['叫朋友买回来', '吃饭', 'MotivatedByGoal'], ['叫别人帮忙买', '吃饭', 'MotivatedByGoal'], ['打电话找朋友', '吃饭', 'MotivatedByGoal'], ['找朋友一起去', '吃饭', 'MotivatedByGoal'], ['乖乖认真', '礼物', 'MotivatedByGoal'], ['努力赚钱', '礼物', 'MotivatedByGoal'], ['来拜访的朋友', '礼物', 'Causes'], ['赠送礼物', '请', 'MotivatedByGoal'], ['吃饭', '帮朋友庆生', 'MotivatedByGoal'], ['吃饭', '跟朋友有约', 'MotivatedByGoal'], ['吃饭', '有朋友邀', 'MotivatedByGoal'], ['礼物', '哄男朋友开心', 'UsedFor'], ['礼物', '朋友的清扫', 'AtLocation'], ['礼物', '追女朋友', 'UsedFor']]	[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]
text_6120	我不吃烧烤，因为我们本地烧烤全是猫肉狗肉代替的	2	[['因为', '伪装成其他', 'CapableOf'], ['烧烤', '破产', 'Causes']]	[1, 1]
text_6121	恩，定完了咯，我是定的国庆2号去5号回的	1	[]	[]
text_6122	明朝中叶，前门大街两侧出现了鲜鱼口、猪（珠）市口、煤市口、粮食店等集市和街道，前门大街才成为一条商业街。	0	[]	[]
text_6123	聚众？哈哈哈，古惑仔看多了入戏太深吧？同学	1	[]	[]
text_6124	身边是熙熙攘攘的人群交谈声，夹杂舒耳郎手中铁器的当当声。	1	[['交谈', '点头和微笑', 'HasSubevent'], ['交谈', '不一致', 'HasSubevent'], ['交谈', '通讯系统', 'HasSubevent'], ['交谈', '恶臭的发现', 'Causes'], ['交谈', '表情丰富的谈论', 'Causes'], ['交谈', '获取新想法', 'Causes'], ['交谈', '获得接受', 'Causes']]	[1, 1, 1, 1, 1, 1, 1]
text_6125	伦敦奥运会男篮14决赛，西班牙逆转击败法国。	0	[]	[]
text_6126	九成乐视手机维修点停工有店主称两年来从未结算都解约了，大部分维修点都不干了。	2	[['手机', '有坏掉的一天', 'CapableOf'], ['手机', '有来电显示', 'CapableOf'], ['手机', '消耗电力', 'CapableOf'], ['手机', '电话坏掉', 'UsedFor'], ['手机', '让人联络感情', 'CapableOf'], ['手机', '陪你度过无聊', 'CapableOf'], ['手机', '骗诈骗集团', 'CapableOf']]	[1, 1, 1, 1, 1, 1, 1]
text_6127	对于女星而言，乳房不是隐私，丰乳才是隐私；	0	[]	[]
text_6128	青岛印象QUCG:猛浒不见有人打，就这样等它们自动撤兵吗？	0	[]	[]
text_6129	小孩儿追着积木哥哥跑，家长追着孩子跑，结果可想而知。	0	[]	[]
text_6130	海逸还是那个壮瓜墩:狗眼不识金镶玉	0	[]	[]
text_6131	或者从嘉义高铁站坐车公交车到达嘉义火车站，火车站有阿里山接驳车到阿里山下。	0	[]	[]
text_6132	坐着睡着算啥,老子昨天居然站着睡着了,马得	2	[['正在做梦', '睡着', 'HasSubevent'], ['上课太无聊', '睡着', 'Causes'], ['做梦', '睡着', 'HasSubevent'], ['看无聊电视剧', '睡着', 'Causes'], ['睡着', '觉得无聊', 'MotivatedByGoal'], ['睡着', '忘掉烦恼', 'Causes'], ['睡着', '忘记烦恼', 'Causes']]	[2, 2, 2, 2, 1, 1, 1]
text_6133	但是我们周五还有部门团拜会。不过那个是搞耍为主。	1	[['但是', '及时使用', 'CapableOf'], ['那个', '令人愉快的', 'HasProperty']]	[1, 1]
text_6134	记得好怀念…大学时一起看流星雨…下次不知何年何月	2	[['种子陈旧的东西', '记得', 'HasSubevent'], ['记得', '回击', 'HasSubevent'], ['记得', '揭露', 'HasSubevent'], ['记得', '被揭露的事', 'HasSubevent']]	[2, 1, 1, 1]
text_6135	一个真正的牛人，又赶上了今年的鸿运高照，还有什么能够给他带来麻烦吗？	1	[]	[]
text_6136	Myheartwillgoon妹莉十足标签：FML	0	[]	[]
text_6137	呜，已经在我家附近吃饭啦，再去的话给你拍。	1	[['打电话找朋友', '吃饭', 'MotivatedByGoal'], ['去朋友家', '吃饭', 'MotivatedByGoal'], ['叫朋友买回来', '吃饭', 'MotivatedByGoal'], ['找朋友一起去', '吃饭', 'MotivatedByGoal'], ['找朋友去吃', '吃饭', 'MotivatedByGoal'], ['吃饭', '跟朋友有约', 'MotivatedByGoal'], ['吃饭', '有朋友邀', 'MotivatedByGoal']]	[2, 2, 2, 2, 2, 1, 1]
text_6138	我的脚丫子上的水泡爆了，肿了还，痛到我睡不着觉	2	[['难过', '睡不着', 'HasSubevent'], ['难过', '睡不着', 'MotivatedByGoal'], ['睡不着', '太烦恼', 'MotivatedByGoal'], ['睡不着', '难过', 'Causes']]	[2, 2, 1, 1]
text_6139	没事，就尝尝您家藏的智利红酒，顺便围观一下小强。	1	[['家', '很有幸福感', 'HasSubevent'], ['没事', '要认真读书', 'Causes']]	[1, 1]
text_6140	现在也是上海的地标之一，到上海必去的景点。	1	[['基督教教堂内的', '地标', 'UsedFor']]	[2]
text_6141	时间才早上8点过一点儿，总统府前已经排起了长队，参观大门似乎还没有开。	0	[]	[]
text_6142	老在电视剧里看见这个地名，但是这次时间很少没去成。	2	[['一般人穿衣服的时候别人', '看见', 'CapableOf'], ['查地图', '地名', 'MotivatedByGoal']]	[2, 2]
text_6143	虽然飞走了，但还是留下了痕迹，你没看出来？	2	[['犯谋杀罪', '留下', 'HasSubevent']]	[2]
text_6144	唉，何苦。这个中秋我妈我妹在上海。我和我爸在唐山	2	[]	[]
text_6145	七大法院集体冻结乐视资产，密集换帅是在下一盘大棋？	2	[['法院', '不敢乱说话', 'HasSubevent'], ['法院', '有点紧张', 'HasSubevent']]	[1, 1]
text_6146	云峰山薰衣草节2013.06.14--07.21	0	[]	[]
text_6147	乐视员工信用卡额度建行恢复95乐视员工信用卡额度建设银行今天对多名乐视员工信用卡额度被调至1元作出回应。	1	[['员工', '更多的福利', 'Desires'], ['员工', '每天开开心心', 'Desires'], ['员工', '稳定的工作', 'Desires'], ['员工', '认真工作', 'CapableOf'], ['员工', '领奖金', 'Desires'], ['被', '成绩单寄来', 'HasSubevent'], ['被', '技术性休学', 'HasSubevent']]	[1, 1, 1, 1, 1, 1, 1]
text_6148	所以里面的展览也是分为这四个时期，分别围绕着清朝两江总督的相关陈列、洪秀全时期的相关陈列、孙中山时期的相关陈列、还有蒋介石时期的相关陈列。	0	[]	[]
text_6149	武东博媒体报道：电影爷俩儿山东临沂开机http:t.cnSZu9gC	1	[['先行者来的景点', '电影', 'AtLocation'], ['巨大的', '电影', 'AtLocation'], ['人民生活', '电影', 'AtLocation'], ['昂贵的保护', '电影', 'AtLocation'], ['电影', '笑开怀', 'Causes'], ['电影', '很快乐', 'Causes'], ['电影', '使欢乐', 'UsedFor'], ['儿', '创建后代', 'HasSubevent'], ['儿', '展望拥有', 'HasSubevent'], ['儿', '极端的快乐和爱', 'HasSubevent']]	[2, 2, 2, 2, 1, 1, 1, 1, 1, 1]
text_6150	onceared，alwaysared新浪体育	0	[]	[]
text_6151	以总统府及国民党政府办公楼为中轴线，左边是明代的西花园，右边是太平天国时期的展品。	0	[]	[]
text_6152	太平天国定都天京(今南京)后，在此基础上扩建为天王府。	0	[]	[]
text_6153	它们把学校搞乱了，把班级搞乱了，还要把学生搞乱	2	[['学校图书馆', '学校', 'AtLocation'], ['贫穷学校', '学生', 'Desires'], ['学校', '去图书馆', 'HasSubevent'], ['学校', '很无聊', 'HasSubevent'], ['学校', '被欺负', 'HasSubevent'], ['学校', '讨厌的', 'HasProperty'], ['学生', '上图书馆', 'Desires'], ['学生', '从图书馆借书', 'CapableOf'], ['学生', '做坏事', 'Desires'], ['学生', '尝试做作业', 'CapableOf'], ['学生', '忘记做作业', 'CapableOf'], ['学生', '讨厌唸书', 'HasProperty']]	[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_6154	也难怪，这里居然深圳不远，是周末短游的好去处。	1	[['周末', '很开心', 'HasSubevent'], ['周末', '跟朋友聚会', 'HasSubevent'], ['深圳', '绝妙的', 'HasProperty'], ['深圳', '美丽的', 'HasProperty']]	[1, 1, 1, 1]
text_6155	壹号店2010年的营业额居然有8.05亿人民币。	2	[]	[]
text_6156	自动挡是6at，仪表盘是蓝色的背景光，看起来挺舒服。	1	[['礼服优雅', '蓝色', 'HasSubevent']]	[2]
text_6157	我们广东有更多好去处丫有时间过来走走吧	1	[]	[]
text_6158	阿拉窝哩:端午节来窝哩手作吧	0	[]	[]
text_6159	漂漂流，泛泛舟，看看山水，逛逛公园，吃吃米粉，喝三花酒。。。。。。	0	[]	[]
text_6160	恩恩。我照片已经给你噜。秋秋邮箱里哈哈哈。	1	[['照片', '好漂亮', 'CapableOf']]	[1]
text_6161	使得ThinkPad笔记本成为在外层空间的国家航空暨太空总署，南美洲亚马逊丛林深处的探险家们、2008年奥运会期间珠穆朗玛峰山脚的火炬传递队以及莫哈维沙漠炙热骄阳下的军人最终选择的工具。	0	[]	[]
text_6162	没得啥子得也，就是沙发太软了，睡得一身很痛	2	[]	[]
text_6163	坐车路过浅水湾，沙子很漂亮，海水是浅蓝色的，风景相当之好，富豪区啊。	1	[['沙子', '坚韧不拔的', 'HasProperty'], ['沙子', '清洁砖墙', 'UsedFor'], ['海水', '不热情的', 'HasProperty'], ['风景', '使长途旅行快速', 'UsedFor'], ['风景', '好幻想的', 'HasProperty'], ['风景', '提高销售价值', 'UsedFor'], ['风景', '浪漫的', 'HasProperty'], ['风景', '绝妙的', 'HasProperty'], ['风景', '美丽的', 'CapableOf'], ['风景', '美丽的', 'HasProperty']]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_6164	2012江苏卫视龙年春晚，与李宇春一同跃龙年	0	[]	[]
text_6165	曼联新闻:小贝圆月弯刀梅开二度，皮尔斯你看到了吗？	0	[]	[]
text_6166	反正也攀不上……你的微博咋叫这么个名儿呢	2	[]	[]
text_6167	我去的时候，客栈标间大多开价100元一间，还价到70元住下。	0	[]	[]
text_6168	ForzaChantal:hhp啊	0	[]	[]
text_6169	有点人会吃猫肉的或者无良商贩把猫肉充羊肉什么的的	2	[['有点', '有人讲笑话', 'HasSubevent']]	[1]
text_6170	我自从弄散蛋就忘了弄荷包蛋的习惯了。泪啊	2	[]	[]
text_6171	不得，就刚才那会去吃饭，开了个小差，不算嘛	2	[['吃饭', '不要饿坏肚子', 'MotivatedByGoal']]	[1]
text_6172	HerrJiangK926:外白渡桥上海地铁强生出租上海发布	0	[]	[]
text_6173	真的假的？他怎么问的你啊？今天下午你不是有聚餐么？	2	[]	[]
text_6174	总占地面积12.65万平方米，总建筑面积268000万平米	0	[]	[]
text_6175	过了一会儿，MM站在她家的阳台上朝下叫：你上来吧	0	[]	[]
text_6176	有点活赶工。联运的事靠谱，等你回来咱详谈	2	[['有点', '有人讲笑话', 'HasSubevent']]	[1]
text_6177	记得一个晚上我在布达拉宫思索了几个小时的人生。	0	[]	[]
text_6178	这些，难道还不足以证明了普贤菩萨冥冥之中为我的加被吗？	1	[['得到锻炼', '证明', 'HasSubevent'], ['菩萨', '每一个人开心', 'Desires'], ['被', '技术性休学', 'HasSubevent']]	[2, 1, 1]
text_6179	是啊是啊，传说中的聚会呢？某些人在干虾米啊？	2	[['操纵木偶的人', '聚会', 'AtLocation'], ['醉酒女人寻欢作乐', '聚会', 'AtLocation']]	[2, 2]
text_6180	铁风筝虞笙:有劲儿王骁明2014.02.14／	0	[]	[]
text_6181	他这几天肯定累坏咯…不知道还有没有时间来哦	2	[]	[]
text_6182	哈哈哈，放过一张就看啦，你的在最边上，没拍到	1	[]	[]
text_6183	我们从西线进入，沿着煦园、方胜亭、石舫、临时大总统办公室、孙中山起居室，再从中线的总统办公室、子超楼、麒麟门、总统会客室、大堂、朝房、门楼出来。	0	[]	[]
text_6184	原文评论[13]转发理由:曾经的创业板领头羊，被媒体称作中国的apple。	1	[['打破杯子', '被', 'Causes'], ['抒情诗', '原文', 'SimilarTo'], ['被', '想认真唸书', 'Causes'], ['被', '成绩单寄来', 'HasSubevent'], ['被', '技术性休学', 'HasSubevent'], ['原文', '保持门打开', 'UsedFor'], ['媒体', '夸大事实', 'CapableOf'], ['媒体', '教导知识', 'CapableOf'], ['转发', '向前跌倒时保护自己', 'UsedFor']]	[2, 2, 1, 1, 1, 1, 1, 1, 1]
text_6185	传说不能停留太久的海洋大街，但是因为是国庆后去的，所以没有太多人哦到达海洋王国差不多是早上11点，听了导游的指点，从左边开始游玩，以顺时针的方向进行。	0	[]	[]
text_6186	Diary懿萌:转发微博李小默Laney	0	[]	[]
text_6187	瞎写的。。我以为我变身了就应该认不出我了	2	[['变身', '隐藏自己', 'MotivatedByGoal']]	[1]
text_6188	转发微博穗星昌岗街道家庭综合服务中心	0	[]	[]
text_6189	微博搜索竞猜10000金选择能，你怎么看？	0	[]	[]
text_6190	2013年国家140多个中央机关及其直属机构招录20839人。	0	[]	[]
text_6191	V587└(o)┘MISS向日葵C	0	[]	[]
text_6192	风之子83郭巍青永杰Jack一个教书匠而已	0	[]	[]
text_6193	应该全赔，外加精神损失费，交通费，电话费补贴	2	[]	[]
text_6194	喂哈罗小俩口祝你们新年快乐。恩恩爱爱。养个胖娃娃	1	[['娃娃', '教导孩子们', 'UsedFor']]	[1]
text_6195	历史轮回总是惊人的相似，次新股只有波段价值。	2	[['种子陈旧的东西', '历史', 'UsedFor']]	[2]
text_6196	我已经泪奔了，有点他乡遇古人的感觉啊	2	[['下降的', '感觉', 'HasSubevent'], ['伤害其他', '感觉', 'HasSubevent'], ['伤心', '泪奔', 'Causes'], ['难过', '泪奔', 'Causes'], ['泪奔', '伤心', 'MotivatedByGoal'], ['泪奔', '失望', 'MotivatedByGoal'], ['泪奔', '懊悔', 'MotivatedByGoal'], ['泪奔', '难过', 'MotivatedByGoal'], ['有点', '有人讲笑话', 'HasSubevent']]	[2, 2, 2, 2, 1, 1, 1, 1, 1]
text_6197	脊梁in上海PS:到底是运动员...	0	[]	[]
text_6198	从海拉尔往北开一点就到，有一个支路向右就是草原区域。	0	[]	[]
text_6199	你最电视的，竟然没有看到过我的专访？央视做的。	2	[['很多垃圾', '电视', 'AtLocation'], ['电视', '陈腐的人', 'HasProperty'], ['电视', '突然没声音', 'CapableOf'], ['电视', '讨厌的猪', 'Causes'], ['电视', '错误的观念', 'Causes'], ['电视', '觉得无聊', 'Causes'], ['电视', '变邪恶', 'Causes'], ['看到', '说无聊', 'HasSubevent']]	[2, 1, 1, 1, 1, 1, 1, 1]
text_6200	什么跟什么不是我喝我才没有这么神没事喝白酒。。。	2	[['事情都做完了', '没事', 'Causes'], ['找事情做', '没事', 'MotivatedByGoal'], ['装傻', '没事', 'Causes'], ['没事', '想看吸血鬼片', 'Causes'], ['没事', '找事做', 'HasSubevent'], ['喝', '醉醺醺的愚蠢', 'Causes']]	[2, 2, 2, 1, 1, 1]
text_6201	坐船坐了四个小时左右，坐在露天顶上，吹久了还是有点小冷。	0	[]	[]
text_6202	江恩施大峡谷全长108公里，总面积达300多平方公里。	0	[]	[]
text_6203	圆圆堆圆圆的雪人，初次见面，请多多关照	1	[['雪人', '可以拍照留念', 'CapableOf']]	[1]
text_6204	记得有天晚上和同学一起，从工体那边坐车，悠悠然等到晚上，逛着逛着就走到。	0	[]	[]
text_6205	第二天早起9:10，做的旅游大巴去了长隆海洋王国。	0	[]	[]
text_6206	里面的建筑就是古今风格，总统府不仅是国民政府中央所在地，而在之前也见证着太平天国与两江总督衙门的兴衰。	0	[]	[]
text_6207	本人21参加了丽江康辉旅行社的香格里拉二日游，留下了深刻印象。	0	[]	[]
text_6208	张欧亚海南剑哥金陵酒徒仓氏708090一句心情签名老芋头海南-李超	0	[]	[]
text_6209	最后大家给本山大叔今晚的表现打个分，给在小品舞台上20年的本山大叔打个分吧	0	[]	[]
text_6210	现在还在关机,开机,关机,开机,关机,开机中…………	0	[]	[]
text_6211	姥姥家有一桶蜂蜜20多年了百度知道	0	[]	[]
text_6212	我怎么知道你帐户我里面由啊你不是注销了吗	2	[]	[]
text_6213	雍正皇帝做皇子时下榻的寝宫，现在变成了一座藏传佛教的场所。	0	[]	[]
text_6214	团体赛四强战29日北京时间13点在灵岩民会馆举行，海峡对决党毅飞vs萧正浩，韩日PK李世石对阵本木克弥。	0	[]	[]
text_6215	我还记得到在你们屋头看那个鬼故事后面冒个鬼出来	2	[['幽灵', '鬼', 'SimilarTo'], ['缭绕心头的恐惧', '鬼', 'SimilarTo'], ['种子陈旧的东西', '记得', 'HasSubevent'], ['记得', '回击', 'HasSubevent'], ['记得', '揭露', 'HasSubevent'], ['记得', '被揭露的事', 'HasSubevent']]	[2, 2, 2, 1, 1, 1]
text_6216	00可是我怕我会忘掉他，毕竟这只是军训……	2	[['可是', '每时每刻的尴尬', 'CapableOf']]	[1]
text_6217	我这不是在吊念你嘛你竟然先我一步去了屠宰场	2	[]	[]
text_6218	我日啊我弟弟还让我提个2我要打他天灵盖	2	[['打', '杀时间', 'MotivatedByGoal']]	[1]
text_6219	包头旅游官方资讯:为什么是鬼城呢？	0	[]	[]
text_6220	学雷锋被钓鱼执法管理就是收费，管理就是罚款。	2	[['做坏事的人', '罚款', 'CapableOf'], ['煽动的刺激物', '收费', 'SimilarTo'], ['被人嘲笑', '被', 'HasSubevent'], ['收费', '煽动的刺激物', 'SimilarTo'], ['收费', '隐藏成本', 'CapableOf'], ['被', '被嘲笑', 'Causes'], ['被', '被家长责备', 'Causes'], ['钓鱼', '折磨鱼', 'Causes'], ['钓鱼', '等待鱼上钩', 'HasSubevent'], ['钓鱼', '等鱼上钩', 'HasSubevent']]	[2, 2, 2, 1, 1, 1, 1, 1, 1, 1]
text_6221	转发微博SamsungApps官方微博	0	[]	[]
text_6222	李健上海为演唱会造势嘉宾选定黄绮珊	0	[]	[]
text_6223	不然中国的民族音乐尤其是少数民族音乐可能会自生自灭。	0	[]	[]
text_6224	真的假的啊？别吓我，上午我们记者还采访了他。	2	[['记者', '报告犯罪', 'CapableOf'], ['记者', '注意差异事实', 'CapableOf'], ['记者', '覆盖事故', 'CapableOf']]	[1, 1, 1]
text_6225	浮雲淚惢2011-01-24CCTV3-我上春晚了－王力宏amp;	0	[]	[]
text_6226	这叫九年制义务教育。没什么证也该有学上的	2	[]	[]
text_6227	周到：邱晓杰2011宫平的微博	0	[]	[]
text_6228	节目表写着助手:XXXXXXXXX.特别多。。	0	[]	[]
text_6229	还笑，我准备去下方便面，发现方便面也没了	2	[['发送犯罪报告', '笑', 'HasSubevent'], ['发出声音哈哈', '笑', 'MotivatedByGoal'], ['做梦', '笑', 'HasSubevent'], ['嘲笑', '笑', 'HasSubevent'], ['有人说笑话', '笑', 'Causes'], ['笑', '有人说笑话', 'MotivatedByGoal'], ['笑', '听到笑话', 'MotivatedByGoal']]	[2, 2, 2, 2, 2, 1, 1]
text_6230	不知道过去的勤务员是怎么奔波与各个办公室的	0	[]	[]
text_6231	雨雪霏霏花飞飞：转发微博晨曦的那杯摩卡	0	[]	[]
text_6232	是啊是啊，没网的日子一直没上围脖，回来了	1	[]	[]
text_6233	堯山遺老:遗民泪尽胡尘里，南望王师又一年.	0	[]	[]
text_6234	那多半是季节性的。春天是这么的。吃点药嘛	2	[['春天', '仓库和租赁机械能', 'UsedFor']]	[1]
text_6235	汤汤8-82012春晚时，我们俩表演小品，有木有人看到我们呀哈哈哈尚涛造型蕾蕾	0	[]	[]
text_6236	此时我看了一眼，我们前不着村后不着店的。	2	[]	[]
text_6237	原文评论[6409]转发理由:贾总真是牺牲整个上市公司造车，造吧。	2	[]	[]
text_6238	嘿嘿在家就做家务时最帅，在外就掏钱买单时候最帅	1	[['买悠游卡', '掏钱', 'HasSubevent'], ['买单', '叫服务生', 'MotivatedByGoal'], ['在家', '跟亲人聚会', 'CapableOf']]	[2, 1, 1]
text_6239	报道骑车去伦敦看奥运队伍情况：伦敦我们来啦，奥运会我们来啦	0	[]	[]
text_6240	在30岁的这一年来到故宫，真是一直以来心心念念的地方	1	[['岁', '庆祝成年', 'HasSubevent']]	[1]
text_6241	2008年，中国免除46个国家400多亿债务；	0	[]	[]
